Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...76,Event2_Prob_Post_1...77,Event3_Prob_Post_1...78,Event4_Prob_Post_1...79,Event1_Prob_Post_1...80,Event2_Prob_Post_1...81,Event3_Prob_Post_1...82,Event4_Prob_Post_1...83,Event1_Prob_Post_1...84,Event2_Prob_Post_1...85,Event3_Prob_Post_1...86,Event4_Prob_Post_1...87,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment
23,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Black or African American,Part-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"Associate degree (for example: AA, AS)",Female,Medicine,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Retired,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,100,12,Important,29,8,50,92,64,No,No,1.854,8.294,9.355,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,50,0,34,62,019dfe00-bd10-7901-936a-818b2c046594,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,2
23,High school graduate - high school diploma or the equivalent (for example: GED),Female,Medicine,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$250,000 or more",White,Part-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,19,77,Somewhat important,30,28,50,65,64,Yes,No,2.342,9.451,10.172,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,36,0,54,100,019dfe02-2f62-7801-878a-3aecd9d85cff,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,3
72,High school graduate - high school diploma or the equivalent (for example: GED),Male,Retired,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Retired,Other party (please specify),Libertarian,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Important,80,10,60,30,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,86.635,0,Very comfortable,Very Comfortable,Very comfortable,Unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,80,10,60,60,NA,NA,NA,NA,019dfe06-83e4-778f-8c41-b6bdbeb49674,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,1
19,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$200,000-$224,999",Filipino,Student,Democrat,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,30,70,Somewhat important,65,0,50,60,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.771,25.699,31.511,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,65,25,55,65,NA,NA,NA,NA,019dfe07-0958-752c-85f2-ba5cd98ebb62,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,1
65,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Part-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,9,88,Somewhat important,7,4,33,40,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,84.653,0,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,12,3,40,39,NA,NA,NA,NA,NA,NA,NA,NA,019dfe09-9d61-7ae2-be6f-5bc4e339fd32,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0
24,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,NA,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$80,000-$89,999",White,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,20,34,Very important,66,9,4,69,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.256,0,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,79,8,5,75,NA,NA,NA,NA,NA,NA,NA,NA,019dfe09-a5cb-707f-a994-41af9842538d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,0
22,"Some college, but no degree",Male,Government & Public Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,Prefer not to say,White,Student,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,19,73,Very important,60,66,29,100,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,64,57,33,100,019dfe0a-e394-76e1-b4f6-aa663b670b6f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,2
22,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",Black or African American,Full-time,Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,0,6,Very important,41,37,81,68,63,No,No,NA,NA,NA,NA,2.929,2.929,14.484,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,41,52,78,43,NA,NA,NA,NA,NA,NA,NA,NA,019dfe0d-0255-759f-93b2-b6c8327a3b59,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0
61,"Associate degree (for example: AA, AS)",Female,Other,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Full-time,Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,81,2,Not at all important,50,31,50,19,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,49.784,0,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,50,20,56,19,019dfe0f-7910-74fc-a450-6eb16c75d86b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,3
63,"Some college, but no degree",Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Full-time,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,90,10,Important,1,51,90,91,64,No,No,NA,NA,NA,NA,5.923,60.522,61.78,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,1,73,73,81,NA,NA,NA,NA,NA,NA,NA,NA,019dfe15-9c52-7129-bed9-e59bfdcf7531,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,0
62,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$150,000-$174,999",White,Retired,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,60,20,Very important,80,60,50,20,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.238,0,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,70,60,50,50,NA,NA,NA,NA,019dfe17-8c96-76a4-b848-5ed682be9b83,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9205000000000001,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1
24,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Part-time,Democrat,NA,Not very strong,NA,Banning political rallies,40,50,Very important,60,61,29,19,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.598,23.848,29.58,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Very likely,Republican,The governor took action to pursue a specific policy outcome.,50,72,29,18,NA,NA,NA,NA,NA,NA,NA,NA,019dfe18-9916-7f96-9182-222a8372ce2b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9205000000000001,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,rallies,0
23,"Some college, but no degree",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$200,000-$224,999",White,Student,Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,20,20,Very important,54,16,50,13,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.046,0,NA,NA,NA,NA,Comfortable,Very Comfortable,Comfortable,Likely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,56,33,54,79,019dfe18-9c0d-74e0-9106-600ee25e881b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,2
19,Prefer not to say,Female,Other,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$200,000-$224,999",White,Student,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,36,100,Somewhat important,54,17,15,59,64,Yes,Yes,NA,NA,NA,NA,0,0,5.327,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Very comfortable,Somewhat unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,29,0,0,100,019dfe1a-06b9-70a6-9a00-79d83564010b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2
64,"Some college, but no degree",Female,Other,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Business Owner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,In a civil union/partnership,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Retired,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,40,80,Important,53,0,40,65,64,No,No,NA,NA,NA,NA,0,0,33.909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Very comfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,53,50,46,85,019dfe1c-aba5-76e2-b490-e6e98d3fd3c5,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3
72,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Arts,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Retired,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"Some college, but no degree",Female,Retail,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time,Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,52,51,Very important,50,30,45,55,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43.051,0,Neither comfortable nor uncomfortable,Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,60,35,47,55,NA,NA,NA,NA,NA,NA,NA,NA,019dfe1d-f117-75a7-b6e4-b245b7f3f5c3,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,0
72,"Some college, but no degree",Male,Retired,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Retired,Republican,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,87,70,Very important,50,35,100,100,100,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57.881,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very Comfortable,Very comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,40,100,100,NA,NA,NA,NA,019dfe1e-bba1-7792-bd4f-95ae0e763543,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,1
81,"Some college, but no degree",Male,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Retired,Independent,NA,NA,Closer to Republican Party,Manipulating geographic boundaries of election districts,84,24,Important,50,70,85,80,64,Yes,No,0,0,45.319,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,57,55,70,98,019dfe1e-c0f2-7ef8-b20f-6855d5a0dacd,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,3
21,"Some college, but no degree",Female,Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Student,Independent,NA,NA,Closer to Democratic Party,Prosecuting journalists for unfair news coverage,9,81,Very important,90,28,23,64,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.001,10.527,12.697,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,83,43,39,70,019dfe1f-60cd-7654-bfd7-0f18ab61df2d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,media,3
64,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retail,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,Part-time,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,40,70,Very important,90,0,40,50,64,No,No,NA,NA,NA,NA,0,0,36.132,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,70,35,50,80,NA,NA,NA,NA,019dfe23-1c99-72ca-b2fc-21ae662c8754,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
24,"Bachelor's degree (for example: BA, AB, BS)",Female,"Agriculture, Food and Natural Resources",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Full-time,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,10,70,Very important,72,39,52,38,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.753,0,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,67,38,52,35,NA,NA,NA,NA,019dfe23-c9dc-7a1a-af72-27f5be9ec6bd,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,1
22,High school graduate - high school diploma or the equivalent (for example: GED),Female,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Part-time,Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,9,42,Very important,66,27,9,65,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.175,19.175,30.705,1,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,63,23,9,72,019dfe27-3ca9-7f86-a026-4636e8ca4315,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,3
68,"Some college, but no degree",Male,Retail,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Retired,Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,20,80,Neither important nor unimportant,50,30,40,40,64,No,No,NA,NA,NA,NA,0,0,18.068,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Comfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,30,40,40,35,019dfe31-1f11-7e54-86b6-64157cd8fe54,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.515,0.565,0.921,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3
66,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retail,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"Less than $10,000",White,Part-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,4,95,Very important,60,19,0,63,64,Yes,No,NA,NA,NA,NA,0,0,49.474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Very Comfortable,Uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,49,40,0,71,NA,NA,NA,NA,019dfe31-ae85-7a1d-a5f3-5fd2c50e639c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.515,0.565,0.921,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
19,High school graduate - high school diploma or the equivalent (for example: GED),Female,Hospitality & Tourism,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",Black or African American,Full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
