Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...76,Event2_Prob_Post_1...77,Event3_Prob_Post_1...78,Event4_Prob_Post_1...79,Event1_Prob_Post_1...80,Event2_Prob_Post_1...81,Event3_Prob_Post_1...82,Event4_Prob_Post_1...83,Event1_Prob_Post_1...84,Event2_Prob_Post_1...85,Event3_Prob_Post_1...86,Event4_Prob_Post_1...87,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment
24,"Some college, but no degree",Female,Education & Training,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$250,000 or more",White,Full-time,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,23,87,Very important,60,30,62,47,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.635,0,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,56,46,60,79,019dfe38-9f30-773f-9154-06e5ca93922a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.515,0.565,0.921,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,3
67,"Some college, but no degree",Male,Arts,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",White,Full-time,Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,1,76,Very important,50,35,55,10,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.314,7.314,19.336,1,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,50,40,55,40,019dfe3a-501a-7564-a002-81e571ff27d5,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.515,0.565,0.921,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,2
68,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Retired,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Retired,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,9,93,Very important,82,40,20,30,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.761,16.761,18.129,1,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Comfortable,Somewhat unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,72,43,25,14,NA,NA,NA,NA,019dfe3b-a0a9-7748-80ca-e9258d68798d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.515,0.565,0.921,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,1
61,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)",Other party (please specify),Libertarian,NA,Closer to Republican Party,Manipulating geographic boundaries of election districts,50,30,Somewhat important,27,0,70,30,64,No,No,NA,NA,NA,NA,0,0,59.381,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,25,0,70,20,NA,NA,NA,NA,NA,NA,NA,NA,019dfe3d-09ee-7c80-98e5-5c908274e98e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,0
23,"Some college, but no degree",Male,Manufacturing,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Business Owner,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,23,79,Very important,45,62,50,60,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.678,0,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat likely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,70,71,41,40,019dfe3d-a8ba-7264-9373-6c850cb88aa8,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3
66,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retired,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Retired,Republican,NA,Not very strong,NA,Banning political rallies,87,38,Somewhat important,51,9,85,67,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.052,64.112,66.371,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Very Comfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,57,21,87,63,NA,NA,NA,NA,NA,NA,NA,NA,019dfe42-1088-7073-bbcb-49a06cab2390,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,0
23,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,Full-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,25,82,Important,38,45,42,68,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,41.64,0,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,48,47,49,80,019dfe46-7c95-76f8-903f-f0d35ec4af67,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3
71,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retired,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Unemployed,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,3,94,Important,87,50,97,89,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38.002,0,Uncomfortable,Uncomfortable,Neither comfortable nor uncomfortable,Very likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,50,95,98,NA,NA,NA,NA,019dfe4b-567f-7738-a3c6-cb213faa8550,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1
60,"Some college, but no degree",Female,Other,In a relationship,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$60,000-$69,999",White,Business Owner,Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,1,93,Very important,53,40,40,65,64,Yes,No,NA,NA,NA,NA,0,0,73.807,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,55,60,61,71,NA,NA,NA,NA,019dfe4b-9aa6-7fc3-964f-6acbfbdaf19d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
22,High school graduate - high school diploma or the equivalent (for example: GED),Female,Medicine,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",Black or African American,Full-time,Independent,NA,NA,Closer to Democratic Party,Banning political rallies,56,53,Not at all important,33,68,67,63,64,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Uncomfortable,Somewhat uncomfortable,Somewhat unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,54,34,62,56,NA,NA,NA,NA,019dfe51-6dca-7221-8658-18b27452ec97,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.921,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,rallies,1
23,"Some college, but no degree",Female,NA,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"Less than $10,000",White,Student,Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,40,60,Somewhat important,50,21,30,61,64,No,No,NA,NA,NA,NA,0,0,30.682,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,70,19,40,77,NA,NA,NA,NA,019dfe54-2587-775e-90c5-26318a000625,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
22,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Full-time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,High school graduate - high school diploma or the equivalent (for example: GED),Female,NA,NA,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Unemployed,Republican,NA,Not very strong,NA,Banning political rallies,75,57,Very important,45,5,62,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Comfortable,Comfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,50,38,61,80,NA,NA,NA,NA,019dfe5a-42de-7401-a636-a435a9ce8007,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,rallies,1
24,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Part-time,Independent,NA,NA,Neither,Banning political rallies,50,50,Not at all important,16,92,46,91,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.204,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,65,90,50,70,NA,NA,NA,NA,NA,NA,NA,NA,019dfe5a-d599-7f69-85f3-aa6267ea0584,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,rallies,0
69,"Associate degree (for example: AA, AS)",Female,Retired,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Retired,Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,0,60,Very important,50,50,0,30,64,Yes,No,NA,NA,NA,NA,2.184,25.018,46.476,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Very uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,50,50,0,30,NA,NA,NA,NA,019dfe5f-74d6-7651-ae8c-075df98cd0fb,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
60,"Some college, but no degree",Male,Architecture and Construction,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Full-time,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,2,77,Important,30,60,45,66,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat comfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,40,51,45,90,NA,NA,NA,NA,019dfe61-6b39-7027-b43a-437bad7587a6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,investigate,1
19,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retail,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$150,000-$174,999",White,Student,Independent,NA,NA,Neither,Directing law enforcement to investigate politicians of the opposing party,50,50,Very important,71,53,9,29,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,55,51,10,32,NA,NA,NA,NA,019dfe62-7dbd-76e8-b872-2140bd740705,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,investigate,1
64,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Other,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",White,"Not in paid work (e.g., homemaker, disabled)",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,20,70,Very important,80,70,45,40,64,Yes,No,NA,NA,NA,NA,4.38,11.885,96.093,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Very Comfortable,Very comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,75,65,45,40,NA,NA,NA,NA,019dfe62-ae4b-7668-83a5-257ad3e9c521,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
60,"Associate degree (for example: AA, AS)",Female,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Retired,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,45,55,Important,55,40,60,55,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.662,0,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,49,55,60,019dfe67-5d3a-7096-b55e-54808058ed90,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,3
22,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Man,United States,"$100,000-$124,999",White,Student,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,20,26,Very important,39,23,6,69,64,Yes,Unsure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.39,0,Comfortable,Comfortable,Comfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,44,41,47,84,019dfe69-3ffd-7222-8d04-79d893f87d7f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2
66,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time,Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,14,85,Very important,90,22,60,20,64,No,No,NA,NA,NA,NA,0,0,23.199,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Comfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,69,44,59,79,NA,NA,NA,NA,019dfe6d-8d3c-7f33-9f41-66f6cafa56ae,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
22,High school graduate - high school diploma or the equivalent (for example: GED),Female,NA,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,"Not in paid work (e.g., homemaker, disabled)",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,0,40,Very important,50,50,50,70,64,No,No,NA,NA,NA,NA,3.877,4.437,10.591,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,54,51,56,92,NA,NA,NA,NA,019dfe6e-66b7-7392-b6be-967b4a903733,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
22,Less than a high school diploma,Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$150,000-$174,999",Black or African American,Student,No preference,NA,NA,Neither,Banning political rallies,30,40,Neither important nor unimportant,65,41,19,32,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.072,43.134,43.537,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,75,24,10,40,019dfe6e-ea19-7ab6-b5f7-bcefc7c5d9a4,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,rallies,3
80,High school graduate - high school diploma or the equivalent (for example: GED),Male,Arts,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Retired,Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,3,81,Important,50,50,29,50,64,No,No,NA,NA,NA,NA,1.06,8.002,12.486,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,50,50,73,NA,NA,NA,NA,019dfe74-72f3-76db-ac80-7b9abc6f19fe,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.51,0.565,0.9255000000000001,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
21,"Some college, but no degree",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",White,Student,Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,66,37,Somewhat important,50,34,40,58,64,Yes,Yes,NA,NA,NA,NA,4.74,22.606,23.163,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Somewhat comfortable,Very comfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,38,47,87,019dfe75-9c4d-7bf3-94e0-7f73cad00d18,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.565,0.9255000000000001,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3
62,"Some college, but no degree",Male,Manufacturing,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Full-time,Independent,NA,NA,Closer to Republican Party,Prosecuting journalists for unfair news coverage,60,40,Very important,65,70,55,60,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,47.475,0,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Comfortable,Somewhat unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,60,65,55,75,019dfe76-3b22-7383-8cab-dc321f92afaa,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.505,0.565,0.9255000000000001,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,2
